localTime,channel,episodeTitle,episodeStartTime,episodeDescription,trackTitle,artistString,gender,hosts
2025-09-27 20:12:45+02:00,P6BEAT,Veranda: Veranda får vinger,2025-09-27 17:03:00+00:00,"Til ære for Kajsa (som elsker fugle) har Stine fundet utallige fulgesange frem. Der er både blackbirds, sparrows og bluebirds... og så bringer appreciation hjørnet om Aron Dessner os forbi flere af programmets darlings, som fx Bon Iver, Gracie og Taylor.
Produceret for DR af Munck Studios København.",Humble And Kind,Lori McKenna,female,
2025-09-27 20:18:04+02:00,P6BEAT,Veranda: Veranda får vinger,2025-09-27 17:03:00+00:00,"Til ære for Kajsa (som elsker fugle) har Stine fundet utallige fulgesange frem. Der er både blackbirds, sparrows og bluebirds... og så bringer appreciation hjørnet om Aron Dessner os forbi flere af programmets darlings, som fx Bon Iver, Gracie og Taylor.
Produceret for DR af Munck Studios København.",Wings (Acoustic),Birdy,female,
2025-09-27 20:21:48+02:00,P6BEAT,Veranda: Veranda får vinger,2025-09-27 17:03:00+00:00,"Til ære for Kajsa (som elsker fugle) har Stine fundet utallige fulgesange frem. Der er både blackbirds, sparrows og bluebirds... og så bringer appreciation hjørnet om Aron Dessner os forbi flere af programmets darlings, som fx Bon Iver, Gracie og Taylor.
Produceret for DR af Munck Studios København.",Runaway,The National,other,
2025-09-27 20:26:13+02:00,P6BEAT,Veranda: Veranda får vinger,2025-09-27 17:03:00+00:00,"Til ære for Kajsa (som elsker fugle) har Stine fundet utallige fulgesange frem. Der er både blackbirds, sparrows og bluebirds... og så bringer appreciation hjørnet om Aron Dessner os forbi flere af programmets darlings, som fx Bon Iver, Gracie og Taylor.
Produceret for DR af Munck Studios København.","Brackett, WI",Bon Iver,other,
2025-09-27 20:31:25+02:00,P6BEAT,Veranda: Veranda får vinger,2025-09-27 17:03:00+00:00,"Til ære for Kajsa (som elsker fugle) har Stine fundet utallige fulgesange frem. Der er både blackbirds, sparrows og bluebirds... og så bringer appreciation hjørnet om Aron Dessner os forbi flere af programmets darlings, som fx Bon Iver, Gracie og Taylor.
Produceret for DR af Munck Studios København.",Invisible String,Taylor Swift,female,
2025-09-27 20:36:53+02:00,P6BEAT,Veranda: Veranda får vinger,2025-09-27 17:03:00+00:00,"Til ære for Kajsa (som elsker fugle) har Stine fundet utallige fulgesange frem. Der er både blackbirds, sparrows og bluebirds... og så bringer appreciation hjørnet om Aron Dessner os forbi flere af programmets darlings, som fx Bon Iver, Gracie og Taylor.
Produceret for DR af Munck Studios København.",Will You Cry?,Gracie Abrams,female,
2025-09-27 20:42:43+02:00,P6BEAT,Veranda: Veranda får vinger,2025-09-27 17:03:00+00:00,"Til ære for Kajsa (som elsker fugle) har Stine fundet utallige fulgesange frem. Der er både blackbirds, sparrows og bluebirds... og så bringer appreciation hjørnet om Aron Dessner os forbi flere af programmets darlings, som fx Bon Iver, Gracie og Taylor.
Produceret for DR af Munck Studios København.",The Nightingale,"Angelo Badalamenti, Julee Cruise",other,
2025-09-27 20:48:47+02:00,P6BEAT,Veranda: Veranda får vinger,2025-09-27 17:03:00+00:00,"Til ære for Kajsa (som elsker fugle) har Stine fundet utallige fulgesange frem. Der er både blackbirds, sparrows og bluebirds... og så bringer appreciation hjørnet om Aron Dessner os forbi flere af programmets darlings, som fx Bon Iver, Gracie og Taylor.
Produceret for DR af Munck Studios København.",Exit Music (For A Film),Radiohead,other,
2025-09-27 20:53:14+02:00,P6BEAT,Veranda: Veranda får vinger,2025-09-27 17:03:00+00:00,"Til ære for Kajsa (som elsker fugle) har Stine fundet utallige fulgesange frem. Der er både blackbirds, sparrows og bluebirds... og så bringer appreciation hjørnet om Aron Dessner os forbi flere af programmets darlings, som fx Bon Iver, Gracie og Taylor.
Produceret for DR af Munck Studios København.",Bird,Billie Marten,female,
2025-09-27 20:57:48+02:00,P6BEAT,Veranda: Veranda får vinger,2025-09-27 17:03:00+00:00,"Til ære for Kajsa (som elsker fugle) har Stine fundet utallige fulgesange frem. Der er både blackbirds, sparrows og bluebirds... og så bringer appreciation hjørnet om Aron Dessner os forbi flere af programmets darlings, som fx Bon Iver, Gracie og Taylor.
Produceret for DR af Munck Studios København.",Blackbird,The Beatles,other,
2025-09-27 21:03:06+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Divine,Gorgeous,other,
2025-09-27 21:06:46+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,I CARE,Turnstile,other,
2025-09-27 21:10:36+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Drive,R.E.M.,other,
2025-09-27 21:14:57+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Caroline,School Of X,male,
2025-09-27 21:17:56+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Look Inside,Kira Skov,female,
2025-09-27 21:21:13+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Dry Your Eyes,The Streets,,
2025-09-27 21:24:26+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Should I Stay Or Should I Go,The Clash,other,
2025-09-27 21:27:36+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,The Happy Dictator,"Gorillaz, Sparks",other,
2025-09-27 21:31:36+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Unfinished Sympathy,Massive Attack,other,
2025-09-27 21:35:25+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Fake Empire,The National,other,
2025-09-27 21:38:37+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Oh My Heart,Selina Gin,,
2025-09-27 21:41:46+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Lyden af livet,Barselona,other,
2025-09-27 21:45:17+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Don't Wanna Fight,Alabama Shakes,other,
2025-09-27 21:49:06+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Du skal ikke gå alene mere,Ulige Numre,other,
2025-09-27 21:52:58+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Spinning For The Cause,I Got You On Tape,other,
2025-09-27 21:56:56+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Learn To Fly,Foo Fighters,other,
2025-09-27 22:03:04+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Rhinestone,Sort Sol,other,
2025-09-27 22:06:56+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,"The Catastrophe (Good Luck With That, Man)",Car Seat Headrest,other,
2025-09-27 22:12:26+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Disarm,Smashing Pumpkins,other,
2025-09-27 22:15:36+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Stories,Kayak,other,
2025-09-27 22:19:16+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,We Are One,Zar Paulo,other,
2025-09-27 22:22:51+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Chaise Longue,Wet Leg,other,
2025-09-27 22:26:07+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,In Between Days,The Cure,other,
2025-09-27 22:29:05+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Afterlife,Alex G,male,
2025-09-27 22:32:08+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,K før ærlighed,The Minds Of 99,other,
2025-09-27 22:35:53+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Dreams,The Cranberries,other,
2025-09-27 22:39:59+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Everybody Scream,Florence + The Machine,other,
2025-09-27 22:43:56+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Love In A Trashcan,The Raveonettes,other,
2025-09-27 22:46:48+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Why'd You Only Call Me When You're High?,Arctic Monkeys,other,
2025-09-27 22:49:33+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Loser,Tame Impala,male,
2025-09-27 22:53:07+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,I Don't Mind,Swan Lee,,
2025-09-27 22:57:06+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Come As You Are,Nirvana,other,
2025-09-27 23:03:06+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Rastløse bevægelser,Turbolens,other,
2025-09-27 23:06:27+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,The Sofa,Wolf Alice,other,
2025-09-27 23:10:46+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Kingdom,PRISMA,other,
2025-09-27 23:14:07+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Analysis Paralysis,Polite,,
2025-09-27 23:17:47+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Yoshimi Battles The Pink Robots Pt.1,The Flaming Lips,other,
2025-09-27 23:22:34+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Ever Fallen In Love (With Someone You Shouldn't 've),Buzzcocks,other,
2025-09-27 23:25:16+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,moody,Royel Otis,other,
2025-09-27 23:28:06+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Graceland,Kashmir,other,
2025-09-27 23:32:26+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,En midsommarnattsdröm,Håkan Hellström,male,
2025-09-27 23:36:10+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Passenger,Julie Pavon,female,
2025-09-27 23:39:36+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Wristwatch,MJ Lenderman,male,
2025-09-27 23:43:07+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Love & Hate,Michael Kiwanuka,male,
2025-09-27 23:47:08+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,City Of No One,shinyhunt,other,
2025-09-27 23:50:17+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Clint Eastwood,"Gorillaz, Del Tha Funkee Homosapien",other,
2025-09-27 23:53:46+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Got To Have Love,Pulp,other,
2025-09-27 23:58:41+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Motorcycle Emptiness,Manic Street Preachers,other,
2025-09-28 00:03:04+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,The Adults Are Talking,The Strokes,other,
2025-09-28 00:06:58+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Nordvest altaner,Balstyrko,other,
2025-09-28 00:10:06+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Animal Nitrate,Suede,other,
2025-09-28 00:13:16+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Knives Out,Radiohead,other,
2025-09-28 00:17:17+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,venter venter,Yör,other,
2025-09-28 00:20:47+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Sexy To Someone,Clairo,female,
2025-09-28 00:24:14+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,First Of The Gang To Die,Morrissey,male,
2025-09-28 00:27:36+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Ice Rink,When Saints Go Machine,other,
2025-09-28 00:30:54+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,The Killing Moon,Echo & The Bunnymen,other,
2025-09-28 00:35:27+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Bye Bye,Ganger,other,
2025-09-28 00:39:04+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,davina mccall,Wet Leg,other,
2025-09-28 00:42:26+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Love Goes On Forever,Love Shop,other,
2025-09-28 00:45:36+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Til solen er sort,APHACA,other,
2025-09-28 00:49:14+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,The Scythe,The Last Dinner Party,other,
2025-09-28 00:53:58+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,No One Else,Elias Rønnenfelt,male,
2025-09-28 00:57:36+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,E-Pro,Beck,male,
2025-09-28 01:03:12+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Walking On A Dream,Empire Of The Sun,other,
2025-09-28 01:06:06+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,EURO-COUNTRY,CMAT,female,
2025-09-28 01:10:59+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Love Will Tear Us Apart (Permanent Mix) [Radio Version],Joy Division,other,
2025-09-28 01:14:28+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Sammenbidte tænder,iomfro,,
2025-09-28 01:17:37+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Wine & Bread,BÆNCH,other,
2025-09-28 01:20:34+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,You And Me Song,The Wannadies,other,
2025-09-28 01:23:16+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Emotional Support Animal,"Mattias Kolstrup, Reveal Party",other,
2025-09-28 01:25:56+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,I CARE,Turnstile,other,
2025-09-28 01:29:47+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,King And Cross,Ásgeir Trausti,,
2025-09-28 01:33:16+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Shiny Happy People,R.E.M.,other,
2025-09-28 01:36:36+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Hvad det ku' ha blevet til,Sebastian Wegener,,
2025-09-28 01:39:15+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,To Lose My Life,White Lies,other,
2025-09-28 01:42:18+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Disarray,Julie Ellinor,female,
2025-09-28 01:45:20+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Oh My Heart,Selina Gin,,
2025-09-28 01:48:26+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Skyggerne,Dig & Mig,other,
2025-09-28 01:52:07+02:00,P6BEAT,P6 Beatet,2025-09-27 19:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Babylon,David Gray,male,
