localTime,channel,episodeTitle,episodeStartTime,episodeDescription,trackTitle,artistString,gender,hosts
2025-10-30 04:35:16+01:00,P6BEAT,P6 Beatet,2025-10-29 20:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,A Girl Like You,Edwyn Collins,male,
2025-10-30 04:39:07+01:00,P6BEAT,P6 Beatet,2025-10-29 20:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Sølvstjerner af guld,Love Shop,other,
2025-10-30 04:41:47+01:00,P6BEAT,P6 Beatet,2025-10-29 20:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Losing You (2005 Version),Kira And The Kindred Spirits,other,
2025-10-30 04:45:46+01:00,P6BEAT,P6 Beatet,2025-10-29 20:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Rooftop,Ane Trolle,female,
2025-10-30 04:49:46+01:00,P6BEAT,P6 Beatet,2025-10-29 20:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Dracula,Tame Impala,male,
2025-10-30 04:53:08+01:00,P6BEAT,P6 Beatet,2025-10-29 20:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,I Can Change,LCD Soundsystem,other,
2025-10-30 04:56:56+01:00,P6BEAT,P6 Beatet,2025-10-29 20:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Stupid Girl,Garbage,other,
2025-10-15 05:03:12+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Suburbia,Spleen United,other,
2025-10-15 05:07:30+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,"The Catastrophe (Good Luck With That, Man)",Car Seat Headrest,other,
2025-10-15 05:13:00+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Close To Me,The Cure,other,
2025-10-15 05:16:22+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Sunshine In A Pill,My Evil Twin,other,
2025-10-15 05:19:50+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Afterlife,Alex G,male,
2025-10-15 05:22:52+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Come As You Are,Nirvana,other,
2025-10-15 05:26:24+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Kingdom,PRISMA,other,
2025-10-15 05:29:31+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,davina mccall,Wet Leg,other,
2025-10-15 05:33:14+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Kelly,When Saints Go Machine,other,
2025-10-15 05:36:00+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Loser,Beck,male,
2025-10-15 05:39:30+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Elderberry Wine,Wednesday,other,
2025-10-15 05:43:00+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Standing Next To Me,Last Shadow Puppets,other,
2025-10-15 05:45:22+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Blomster og porcelæn,Hong Kong,other,
2025-10-15 05:48:11+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Passenger,Julie Pavon,female,
2025-10-15 05:51:34+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Tieduprightnow,Parcels,other,
2025-10-15 05:54:30+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Porcelain,Moby,male,
2025-10-15 05:57:31+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,E45,Dork,other,
2025-10-15 06:05:10+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Klap for fædrelandet,Zar Paulo,other,
2025-10-15 06:08:03+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,The Sofa,Wolf Alice,other,
2025-10-15 06:12:25+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Sex and candy,Marcy Playground,other,
2025-10-15 06:15:11+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Helicopter,Bloc Party,other,
2025-10-15 06:19:01+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Another Life,Alabama Shakes,other,
2025-10-15 06:23:24+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Alt det du gør,Rigmor,other,
2025-10-15 06:26:32+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Chasing Cars,Snow Patrol,other,
2025-10-15 06:30:43+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Jeg hader at jeg tænkte at du lignede en engel,Karoline Funder,,
2025-10-15 06:34:21+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Starman,David Bowie,male,
2025-10-15 06:38:01+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Macabre,Blaue Blume,other,
2025-10-15 06:40:54+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Nordvest altaner,Balstyrko,other,
2025-10-15 06:44:04+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,"Girl, You'll Be A Woman Soon",Urge Overkill,other,
2025-10-15 06:47:21+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,CPR,Wet Leg,other,
2025-10-15 06:49:52+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Hæng en mand,Von Quar,,
2025-10-15 06:54:50+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Lovesick,Rebecca Lou,,
2025-10-15 06:58:11+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Last Nite,The Strokes,other,
2025-10-15 07:05:05+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Bohemian Like You,The Dandy Warhols,other,
2025-10-15 07:08:40+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Ice Rink,When Saints Go Machine,other,
2025-10-15 07:11:50+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,The Passenger,Iggy Pop,male,
2025-10-15 07:16:14+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Looking For Lovin',"Dragonborn, Coco",other,
2025-10-15 07:19:40+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Cross Your Heart,Momma,other,
2025-10-15 07:23:20+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Love Goes On Forever,Love Shop,other,
2025-10-15 07:26:30+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,The Feminine Urge,The Last Dinner Party,other,
2025-10-15 07:29:50+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,I CARE,Turnstile,other,
2025-10-15 07:33:40+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Hey Kids,"Molina, Late Verlane",other,
2025-10-15 07:37:02+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Stupid Girl,Garbage,other,
2025-10-15 07:41:11+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,A Difficult Age,"moi Caprice, Lucky Lo",other,
2025-10-15 07:45:02+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Beautiful Day,U2,other,
2025-10-15 07:48:53+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Rainbow Girl,Giana Factory,other,
2025-10-15 07:52:10+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Loser,Tame Impala,male,
2025-10-15 07:55:42+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Dynasty,WhoMadeWho,other,
2025-10-15 07:58:21+02:00,P6BEAT,P6 Beatet,2025-10-15 03:03:00+00:00,Musik er livets salt! Forvent det uventede når genredefinitioner og smagsdommeri står for endeligt fald. Et mix af alt det bedste fra P6: fra før og nu og langt ud(e) i fremtiden.,Into My Arms,Nick Cave & The Bad Seeds,other,
2025-10-15 08:05:04+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Wonderwall,Oasis,other,Jonas Hansen
2025-10-15 08:10:04+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",So Far,Superheroes,other,Jonas Hansen
2025-10-15 08:13:30+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",We Are One,Zar Paulo,other,Jonas Hansen
2025-10-15 08:16:42+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",EURO-COUNTRY,CMAT,female,Jonas Hansen
2025-10-15 08:22:30+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Oh My Heart,Selina Gin,,Jonas Hansen
2025-10-15 08:25:53+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Du skal ikke gå alene mere,Ulige Numre,other,Jonas Hansen
2025-10-15 08:30:02+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",...Even Though You're With Another Girl,"Trentemøller, Josephine Philip",other,Jonas Hansen
2025-10-15 08:40:06+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",City Of No One,shinyhunt,other,Jonas Hansen
2025-10-15 08:43:40+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",The Sofa,Wolf Alice,other,Jonas Hansen
2025-10-15 08:48:04+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",The Funeral,Band Of Horses,other,Jonas Hansen
2025-10-15 08:53:30+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",A Difficult Age,"moi Caprice, Lucky Lo",other,Jonas Hansen
2025-10-15 08:57:21+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",moody,Royel Otis,other,Jonas Hansen
2025-10-15 09:05:05+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Feel Good Inc.,"Gorillaz, De La Soul",other,Jonas Hansen
2025-10-15 09:09:33+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Woman Lake,snuggle,,Jonas Hansen
2025-10-15 09:13:21+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Let Down,Radiohead,other,Jonas Hansen
2025-10-15 09:17:34+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",davina mccall,Wet Leg,other,Jonas Hansen
2025-10-15 09:22:55+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Mona Lisa,Elias Rønnenfelt,male,Jonas Hansen
2025-10-15 09:27:10+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Dreams,The Cranberries,other,Jonas Hansen
2025-10-15 09:31:13+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Miracle Aligner,The Last Shadow Puppets,other,Jonas Hansen
2025-10-15 09:35:32+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Passenger,Julie Pavon,female,Jonas Hansen
2025-10-15 09:45:02+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Smelter under månen,APHACA,other,Jonas Hansen
2025-10-15 09:48:04+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",It Ain't Pretty,Kira Skov,female,Jonas Hansen
2025-10-15 09:52:04+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Incomprehensible,Big Thief,other,Jonas Hansen
2025-10-15 09:56:25+02:00,P6BEAT,Morgenbeatet,2025-10-15 06:05:00+00:00,"Det bedste og bredeste soundtrack til dagens første timer.
Vært: Jonas Hansen.",Born To Die,Lana Del Rey,female,Jonas Hansen
2025-10-15 10:03:26+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Going Up The Country,Canned Heat,other,Mads Gundersen
2025-10-15 10:09:02+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Grease,"Flo Morrissey, Matthew E. White",other,Mads Gundersen
2025-10-15 10:16:40+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Come A Little Bit Closer,CEVIL,female,Mads Gundersen
2025-10-15 10:23:50+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Nothing Compares 2 U,Sinéad O'Connor,female,Mads Gundersen
2025-10-15 10:32:42+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Something In The Way,CEVIL,female,Mads Gundersen
2025-10-15 10:38:15+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Same Ol' Mistakes,Rihanna,female,Mads Gundersen
2025-10-15 10:46:15+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Say You'll Be There,MØ,female,Mads Gundersen
2025-10-15 10:50:32+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Spring Is Coming With A Strawberry In The Mouth,Caroline Polachek,female,Mads Gundersen
2025-10-15 10:55:13+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Rubin And Cherise,"Bonnie ""Prince"" Billy",male,Mads Gundersen
2025-10-15 11:03:11+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Go Your Own Way,The Cranberries,other,Mads Gundersen
2025-10-15 11:08:31+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Satellite Of Love (Live 2011),Morrissey,male,Mads Gundersen
2025-10-15 11:14:40+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Running Up That Hill,"Spleen United, The William Blakes",other,Mads Gundersen
2025-10-15 11:21:30+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.",Grace,Jeff Buckley,male,Mads Gundersen
2025-10-15 11:27:51+02:00,P6BEAT,Sommerhuset på P6,2025-10-15 08:03:00+00:00,"Mads Gundersen åbner sommerhuset i efterårsferien og sender hver formiddag den rekreative og afslappede energi ud af radioen.
Pladespilleren er sat til, krydsogtværsen ligger på stuebordet, og selv om der ikke er havudsigt, kan du forberede dig på gode vibrationer i lydens bølger.","Lover, You Should've Come Over",Jeff Buckley,male,Mads Gundersen
